cluster_id,centroid_x,centroid_y,n_transcripts,n_genes_unique,radius_um,top_genes,inferred_type,marker_confidence,nuclear_score,nearest_cell_dist
11033,1565.6,2814.0,80,44,18.2,"YWHAH(9), CAMK2N1(4), CCNI(4), KIF5A(4), MTURN(4)",GABAergic,0.037,0.4209,12.6
11034,1497.5,3052.6,84,46,15.6,"KIF5A(8), ENC1(6), CAMK2N1(5), KIF1A(4), BCAS1(3)",GABAergic,0.012,0.4371,24.2
11035,1680.7,3565.6,43,29,11.6,"MBP(4), NEFL(4), KIF5A(3), CAMK2N1(2), FGFR3(2)",Oligodendrocyte,0.093,0.4446,14.1
11036,1612.8,4110.3,82,50,18.4,"KIF1A(8), MTURN(8), KIF5A(4), MBP(4), CAMK2N1(3)",Oligodendrocyte,0.073,0.4503,17.4
11037,1565.0,4477.3,83,48,16.6,"KIF5A(12), CAMK2N1(7), MBP(7), DKK3(3), TMSB10(3)",Oligodendrocyte,0.084,0.4152,19.1
11038,1659.6,5361.4,45,33,10.2,"KIF5A(4), MBP(4), CCNI(3), BCAS1(2), CD74(2)",Oligodendrocyte,0.111,0.4677,19.5
11039,1669.4,877.1,63,38,12.7,"CAMK2N1(10), KIF5A(5), ENC1(4), MTURN(4), DKK3(2)",Astrocyte,0.016,0.4198,23.1
11040,1972.5,4153.7,81,40,15.8,"MBP(12), CAMK2N1(6), CCNI(5), KIF5A(5), BCAS1(4)",Oligodendrocyte,0.148,0.4374,15.2
11041,1835.9,4267.3,102,47,17.8,"CAMK2N1(12), KIF5A(9), MBP(8), YWHAH(5), CCNI(4)",Oligodendrocyte,0.078,0.4268,17.3
11042,1752.3,4881.1,74,44,14.7,"KIF5A(9), CAMK2N1(5), MBP(4), NORAD(4), KIF1A(3)",Oligodendrocyte,0.054,0.4254,31.2
11043,1988.1,4967.1,36,23,9.9,"CAMK2N1(5), NEFL(4), BCAS1(3), MBP(3), NEFM(2)",Oligodendrocyte,0.111,0.4437,12.6
11044,1952.1,5427.1,72,45,13.6,"KIF5A(9), MBP(5), GPR6(3), KIF1A(3), MOG(3)",Oligodendrocyte,0.111,0.4488,21.2
11045,1904.6,5406.4,81,37,16.4,"KIF5A(10), MBP(10), CAMK2N1(4), CCNI(4), KIF1A(4)",Oligodendrocyte,0.123,0.4175,38.5
11046,1933.6,5722.0,16,11,7.1,"KIF5A(3), MTURN(3), CCNI(2), ARPP19(1), BCAS1(1)",Oligodendrocyte,0.062,0.4208,15.1
11047,1924.5,6360.4,59,35,11.3,"NEFL(6), HSPA8(5), CAMK2N1(4), ENC1(4), KIF5A(4)",Oligodendrocyte,0.068,0.4167,13.5
11048,2230.4,4966.9,39,28,9.8,"MBP(5), A2M(3), KIF5A(3), BCAS1(2), HLA-B(2)",Oligodendrocyte,0.128,0.4712,30.1
11049,2020.7,5237.7,50,43,12.8,"NEFL(4), KIF1A(3), RPS26(2), YWHAH(2), ADCYAP1(1)",Oligodendrocyte,0.04,0.4495,27.4
11050,2105.7,5257.1,84,44,18.4,"NEFL(10), KIF5A(6), YWHAH(6), CCNI(5), HSPA8(5)",Oligodendrocyte,0.024,0.4279,17.0
11051,2107.2,6137.1,50,38,11.9,"DIRAS2(3), NPTX1(3), CASC3(2), DKK3(2), KIF1A(2)",Oligodendrocyte,0.04,0.4484,11.8
11052,2351.4,279.6,49,37,12.6,"CCNI(5), KIF5A(4), CAMK2N1(3), HLA-E(2), NDUFB2(2)",Microglia,0.041,0.4387,19.9
11053,2358.5,3482.2,31,23,7.6,"CAMK2N1(5), KIF5A(3), KIF1A(2), MTURN(2), AK5(1)",Oligodendrocyte,0.032,0.4311,25.7
11054,2453.7,5132.5,47,26,10.7,"CAMK2N1(5), KIF5A(5), MBP(5), AKT1(3), YWHAH(3)",Oligodendrocyte,0.17,0.4193,25.9
11055,2358.4,5647.0,39,29,9.9,"KIF5A(5), CAMK2N1(2), DKK3(2), KIF1A(2), MTURN(2)",Oligodendrocyte,0.051,0.4309,14.4
11056,2317.7,5907.4,82,47,17.9,"CAMK2N1(9), MBP(6), KIF5A(5), CCNI(3), LMO4(3)",Oligodendrocyte,0.085,0.4221,19.6
11057,2429.5,5973.4,40,24,8.8,"CAMK2N1(6), KIF5A(4), MBP(4), MTURN(3), HSPA8(2)",Oligodendrocyte,0.1,0.4054,15.9
11058,2269.0,6310.2,79,49,14.7,"CAMK2N1(5), KIF5A(5), MBP(4), NEFL(4), HSPA8(3)",Oligodendrocyte,0.089,0.4345,15.9
11059,2424.3,6373.5,41,26,11.3,"KIF5A(5), MBP(5), KIF1A(3), BCAS1(2), CX3CR1(2)",Oligodendrocyte,0.146,0.4567,27.1
11060,2712.8,4148.6,49,34,12.4,"CAMK2N1(4), C14orf132(2), CCNI(2), GATD3B(2), HSPA8(2)",Oligodendrocyte,0.041,0.4228,13.8
11061,2980.4,1928.2,67,41,13.6,"CAMK2N1(7), ENC1(7), CCNI(3), KIF5A(3), ABCA2(2)",Unknown,0.0,0.4438,11.5
11062,3331.5,2887.4,34,24,8.9,"CAMK2N1(3), NEFL(3), CCNI(2), ENC1(2), HSPA8(2)",Glutamatergic,0.029,0.4228,13.6
11063,3465.5,3430.0,49,28,12.8,"KIF5A(7), CCNI(5), NEFL(4), KIF1A(3), NPTX1(3)",Astrocyte,0.041,0.4112,18.6
11064,3332.8,3999.5,43,28,10.2,"CAMK2N1(3), ENC1(3), KIF1A(3), KIF5A(3), MBP(3)",Oligodendrocyte,0.07,0.4185,21.1
11065,3465.6,4268.9,42,32,10.4,"MBP(4), KIF5A(3), C1QA(2), CCNI(2), KIF1A(2)",Oligodendrocyte,0.119,0.4447,12.1
11066,3744.0,2871.2,48,30,12.1,"CAMK2N1(8), KIF5A(5), NORAD(3), S100B(3), DKK3(2)",GABAergic,0.042,0.4331,20.5
11067,4761.7,4108.4,99,55,17.2,"KIF5A(7), CCNI(5), KIF1A(4), NEFL(4), NORAD(4)",Astrocyte,0.02,0.4379,15.6
11068,5048.2,2497.3,40,38,9.7,"CAMK2N1(2), EPAS1(2), A2M(1), ABCG2(1), ACTA2(1)",GABAergic,0.025,0.4515,14.4
11069,5303.3,203.7,59,37,12.0,"HSPA8(6), KIF5A(5), DKK3(4), CAMK2N1(3), ENC1(3)",Unknown,0.0,0.4284,10.1
11070,6140.0,5295.5,51,33,12.6,"MBP(6), YWHAH(5), HLA-DRB1(3), CAMK2N1(2), KIF1A(2)",Oligodendrocyte,0.118,0.4429,21.2
11071,6013.2,2438.3,39,28,9.5,"HSPA8(4), NORAD(3), CAMK2N1(2), ENC1(2), KIF1A(2)",Glutamatergic,0.026,0.4401,11.9
11072,6339.7,2558.6,98,54,17.8,"CCNI(7), CAMK2N1(6), HSPA8(5), KIF5A(5), ENC1(4)",GABAergic,0.031,0.4306,11.6
11073,6279.3,4819.3,65,42,15.8,"CCNI(6), KIF5A(4), MTURN(4), HSPA8(3), RCAN2(3)",Oligodendrocyte,0.031,0.4338,12.4
11074,6421.0,6493.7,79,43,20.8,"CAMK2N1(8), MBP(6), MTURN(6), TMSB10(6), LMO4(5)",Oligodendrocyte,0.076,0.4201,8.9
11075,6575.1,3901.2,47,37,12.8,"KIF5A(3), LMO4(3), ARPP19(2), CAMK2N1(2), MBP(2)",Oligodendrocyte,0.085,0.4466,13.1
11076,6579.2,4130.8,58,37,12.5,"CAMK2N1(8), CCNI(5), KIF5A(3), MBP(3), YWHAH(3)",Oligodendrocyte,0.052,0.4288,17.8
11077,7493.4,3332.5,113,60,19.1,"CAMK2N1(8), KIF5A(6), NEFL(5), A2M(4), CCNI(4)",Astrocyte,0.018,0.4368,17.8
11078,7424.7,6465.9,71,42,14.6,"KIF5A(9), CAMK2N1(8), CCNI(5), KIF1A(4), MBP(3)",Oligodendrocyte,0.042,0.4114,21.1
11079,7381.3,2446.5,46,36,11.2,"CAMK2N1(6), DIRAS2(2), GATD3A(2), IRS2(2), KIF5A(2)",Astrocyte,0.022,0.4499,18.0
11080,7822.8,5134.5,37,30,9.0,"CAMK2N1(3), ENC1(2), HSPA8(2), KIF1A(2), MTURN(2)",Unknown,0.0,0.4288,22.1
11081,1117.5,5216.6,40,30,10.4,"NTRK2(4), NEFL(3), NEFM(3), CCNI(2), GABBR2(2)",Oligodendrocyte,0.05,0.4465,13.6
11082,1406.1,3831.7,71,38,12.1,"CAMK2N1(9), KIF5A(5), CCNI(4), NEFL(4), ENC1(3)",Oligodendrocyte,0.056,0.4171,16.7
11083,1584.4,5418.7,61,40,14.0,"NEFM(5), HSPA8(4), CABP1(3), KIF5A(3), NEFL(3)",Astrocyte,0.016,0.4388,12.2
11084,1974.7,5145.9,77,46,14.2,"MBP(6), CAMK2N1(5), KIF5A(5), MTURN(4), NEFL(4)",Oligodendrocyte,0.078,0.4385,17.2
11085,2232.3,3838.1,48,31,11.2,"KIF5A(4), TMSB10(4), CAMK2N1(3), CCNI(3), KIF1A(3)",Unknown,0.0,0.4399,31.7
11086,2026.9,3969.6,42,26,12.6,"NEFL(8), KIF5A(5), CAMK2N1(4), MBP(2), NORAD(2)",Oligodendrocyte,0.048,0.4092,21.5
11087,2491.7,453.0,68,41,14.6,"KIF5A(7), CCNI(6), ENC1(4), CAMK2N1(3), HSPA8(3)",GABAergic,0.015,0.425,15.4
11088,2288.7,4391.7,80,49,17.0,"CAMK2N1(7), KIF5A(5), MBP(5), NEFL(5), MTURN(3)",Oligodendrocyte,0.075,0.4364,22.1
11089,3672.4,836.1,65,40,11.9,"HSPA8(6), CAMK2N1(5), HPCAL1(3), KIF5A(3), MTURN(3)",GABAergic,0.015,0.4351,17.6
11090,3799.5,3166.0,69,41,18.2,"CAMK2N1(6), KIF5A(6), MBP(4), RCAN2(3), SV2A(3)",Oligodendrocyte,0.058,0.424,20.6
11091,4496.1,3163.6,89,47,16.9,"CAMK2N1(8), CCNI(7), NEFL(7), ENC1(5), RORB(4)",Glutamatergic,0.045,0.4195,17.4
11092,4573.9,3902.9,67,41,8.7,"CAMK2N1(6), LMO4(5), OSBPL1A(5), KIF5A(3), SV2A(3)",Oligodendrocyte,0.03,0.4421,11.5
11093,4857.8,215.7,41,28,10.8,"CAMK2N1(4), KIF5A(4), NEFM(3), MBP(2), NEFL(2)",Oligodendrocyte,0.049,0.4079,18.5
11094,5299.1,5959.7,62,37,13.6,"TMSB10(5), CABP1(4), CAMK2N1(4), ENC1(4), KIF5A(4)",Oligodendrocyte,0.065,0.4288,26.5
11095,6943.9,6642.3,48,34,11.1,"KIF1A(3), KIF5A(3), PDXK(3), BCAS1(2), CCNI(2)",Oligodendrocyte,0.021,0.4284,16.1
11096,890.8,1882.1,59,39,13.5,"CAMK2N1(7), NORAD(4), YWHAH(3), DKK3(2), ENC1(2)",Oligodendrocyte,0.034,0.4201,13.3
11097,7578.6,6358.0,45,32,9.5,"KIF5A(6), CAMK2N1(4), MBP(3), HSPA8(2), LMO4(2)",Oligodendrocyte,0.067,0.4261,18.7
11098,1032.1,4539.1,94,37,19.9,"MBP(9), CAMK2N1(7), CCNI(7), TMSB10(7), KIF5A(6)",Oligodendrocyte,0.096,0.4141,15.4
11099,1993.2,4890.5,72,37,13.1,"TMSB10(6), KIF5A(5), MBP(5), CAMK2N1(4), KIF1A(4)",Oligodendrocyte,0.069,0.4164,13.6
11100,2316.3,967.4,53,33,13.0,"CAMK2N1(10), ENC1(3), NEFL(3), NORAD(3), SV2A(3)",Astrocyte,0.038,0.4222,14.7
11101,2671.3,464.7,133,64,21.7,"CCNI(9), YWHAH(9), NORAD(8), CAMK2N1(7), CABP1(6)",Astrocyte,0.015,0.4281,19.6
11102,2571.5,3629.3,48,33,11.7,"NORAD(6), CAMK2N1(5), NEFL(3), AQP4(2), NTRK2(2)",Astrocyte,0.042,0.4293,15.3
11103,2745.0,5052.8,84,45,17.2,"KIF5A(7), MBP(6), HSPA8(4), KIF1A(4), NEFL(4)",Oligodendrocyte,0.083,0.4268,18.6
11104,2613.1,2100.4,30,23,8.8,"LMO4(4), CAMK2N1(2), DIRAS2(2), NRXN1(2), NTRK2(2)",Microglia,0.033,0.4473,14.7
11105,2846.0,418.7,65,37,14.4,"CAMK2N1(9), HSPA8(4), C14orf132(3), KIF5A(3), NORAD(3)",Astrocyte,0.031,0.4262,27.8
11106,2970.8,457.4,66,40,13.7,"LMO4(5), NORAD(5), CAMK2N1(4), DKK3(3), HSPA8(3)",Oligodendrocyte,0.015,0.4194,15.3
11107,2806.6,3086.4,46,29,12.0,"CAMK2N1(6), KIF5A(5), CCNI(4), CCK(2), LMO4(2)",Oligodendrocyte,0.043,0.4164,34.9
11108,2899.8,4919.6,53,34,10.6,"KIF5A(5), MBP(5), CCNI(3), DKK3(3), KIF1A(3)",Oligodendrocyte,0.094,0.4139,13.4
11109,2759.0,5563.4,74,44,12.9,"CCNI(6), KIF5A(6), MBP(6), CAMK2N1(3), BLCAP(2)",Oligodendrocyte,0.081,0.428,19.9
11110,2953.6,2368.3,74,43,13.8,"CAMK2N1(5), KIF5A(5), NORAD(4), C14orf132(3), HPCAL1(3)",Oligodendrocyte,0.027,0.4132,30.0
11111,3187.3,3213.0,47,34,11.7,"KIF5A(4), HSPA8(3), CALB1(2), CAMK2N1(2), CUX2(2)",Glutamatergic,0.043,0.4377,11.0
11112,3178.3,5371.2,90,45,14.5,"KIF5A(8), MBP(8), CCNI(5), MTURN(5), CAMK2N1(4)",Oligodendrocyte,0.089,0.413,17.3
11113,3117.8,5696.9,48,33,12.5,"NORAD(5), CAMK2N1(4), KIF5A(3), CCNI(2), HSPA8(2)",Astrocyte,0.021,0.4298,15.8
11114,3468.1,703.4,32,27,8.6,"CAMK2N1(4), HSPA8(2), NEFL(2), AJ009632.2(1), AK5(1)",Unknown,0.0,0.4522,11.2
11115,3352.9,5105.9,84,49,17.9,"KIF5A(9), CAMK2N1(7), KIF1A(4), TMSB10(4), CCNI(3)",Oligodendrocyte,0.06,0.424,10.1
11116,3317.0,1744.5,62,40,15.3,"CAMK2N1(12), AQP4(4), NTRK2(4), FGFR3(2), HPCAL1(2)",Astrocyte,0.065,0.4394,16.5
11117,3617.6,2863.5,59,40,11.9,"CAMK2N1(5), KIF5A(5), LMO4(5), KIF1A(3), MTURN(3)",Unknown,0.0,0.4304,23.4
11118,3649.8,3822.0,53,33,12.0,"CAMK2N1(6), CCNI(4), MBP(4), BLCAP(3), KIF5A(3)",Oligodendrocyte,0.094,0.4319,14.6
11119,3527.5,4839.4,56,41,11.8,"KIF5A(6), CCNI(3), ENC1(3), CAMK2N1(2), HSPA8(2)",Astrocyte,0.018,0.4501,14.6
11120,3513.1,5675.4,54,40,11.5,"CCNI(5), NEFL(4), CAMK2N1(3), CABP1(2), HSPA8(2)",Oligodendrocyte,0.019,0.4408,20.8
11121,3609.0,1800.9,31,26,8.1,"ENC1(3), CAMK2N1(2), KIF5A(2), NTRK2(2), AQP4(1)",Astrocyte,0.032,0.4489,19.3
11122,3925.0,4557.4,43,32,11.9,"CAMK2N1(3), KIF5A(3), MBP(3), KIF1A(2), NEFL(2)",Oligodendrocyte,0.093,0.4402,16.8
11123,3799.6,2180.2,63,32,13.7,"CAMK2N1(12), NORAD(6), KIF5A(5), MTURN(3), NEFL(3)",Glutamatergic,0.016,0.411,20.1
11124,4084.5,2575.0,52,40,11.1,"CAMK2N1(5), KIF5A(4), TNK2(3), CCNI(2), MTURN(2)",Oligodendrocyte,0.038,0.4503,12.3
11125,4086.9,4469.3,62,38,12.9,"KIF5A(6), CAMK2N1(4), MBP(4), NORAD(4), CABP1(3)",Oligodendrocyte,0.065,0.4227,21.0
11126,4270.8,4429.1,40,25,9.6,"HSPA8(4), NEFM(4), YWHAH(4), BLCAP(2), CAMK2N1(2)",Oligodendrocyte,0.05,0.4126,11.4
11127,4712.0,4440.7,59,36,13.7,"KIF5A(7), CAMK2N1(5), NORAD(4), ENC1(3), HSPA8(3)",GABAergic,0.017,0.4366,12.1
11128,4670.9,2277.1,72,46,16.5,"CAMK2N1(6), LMO4(4), DKK3(3), ENC1(3), KIF5A(3)",Glutamatergic,0.014,0.437,26.0
11129,4848.9,349.2,71,42,16.8,"CAMK2N1(12), KIF5A(5), NEFL(4), KIF1A(3), MBP(3)",Oligodendrocyte,0.056,0.426,22.5
11130,4856.6,323.8,68,34,13.6,"CAMK2N1(14), KIF5A(7), CCNI(4), LMO4(4), NORAD(3)",GABAergic,0.029,0.4206,24.7
11131,4991.9,3535.9,41,25,10.1,"KIF5A(5), MBP(4), CAMK2N1(3), MTURN(3), SOD2(3)",Oligodendrocyte,0.122,0.4124,22.5
11132,4836.8,4556.9,62,40,14.8,"KIF1A(5), KIF5A(5), CCNI(3), YWHAH(3), CAMK2N1(2)",Oligodendrocyte,0.048,0.4393,13.7
11133,5070.1,2985.6,113,57,22.1,"KIF5A(13), KIF1A(7), CCNI(6), CAMK2N1(5), NORAD(4)",Oligodendrocyte,0.035,0.4297,31.4
11134,5203.1,3407.4,115,54,17.4,"KIF5A(15), MBP(8), HSPA8(7), NORAD(7), NEFL(5)",Oligodendrocyte,0.078,0.4127,15.7
11135,5001.3,6342.9,34,25,9.9,"CAMK2N1(2), CCK(2), CCNI(2), ENC1(2), HSPA8(2)",Oligodendrocyte,0.029,0.4206,13.8
11136,5188.4,1788.2,32,26,8.3,"CAMK2N1(4), LMO4(2), NTRK2(2), YWHAH(2), AKT1(1)",Unknown,0.0,0.4468,17.6
11137,5338.5,3903.9,62,34,14.0,"KIF1A(5), KIF5A(5), MTURN(5), CAMK2N1(4), CCNI(4)",Oligodendrocyte,0.048,0.417,22.1
11138,5370.6,4716.5,79,48,13.9,"MBP(5), CABP1(4), ENC1(4), KIF5A(4), LMO4(4)",Oligodendrocyte,0.076,0.4339,10.4
11139,5311.0,5077.6,42,37,10.5,"CCNI(2), KIF5A(2), MTURN(2), NORAD(2), SOD2(2)",Astrocyte,0.024,0.4399,13.3
11140,5459.7,2069.1,45,36,12.1,"CAMK2N1(5), ENC1(3), KIF5A(3), SOD2(2), AK5(1)",Oligodendrocyte,0.022,0.4165,23.4
11141,5588.5,4502.7,42,30,11.7,"HSPA8(3), KIF5A(3), SV2A(3), GABBR2(2), KIF1A(2)",GABAergic,0.048,0.4375,11.0
11142,5668.7,4639.1,63,38,13.6,"KIF5A(8), CAMK2N1(6), YWHAH(5), MBP(3), CD74(2)",Oligodendrocyte,0.048,0.4506,16.6
11143,5665.0,4797.0,48,34,13.0,"MBP(7), KIF5A(5), DIRAS2(2), KIF1A(2), MTURN(2)",Oligodendrocyte,0.146,0.417,12.1
11144,5699.9,4808.1,47,26,11.6,"KIF5A(6), MTURN(4), NORAD(4), MOBP(3), CAMK2N1(2)",Oligodendrocyte,0.106,0.4177,20.4
11145,5577.7,5417.3,119,52,22.7,"KIF5A(12), MBP(9), CAMK2N1(7), KIF1A(7), CCNI(6)",Oligodendrocyte,0.076,0.4155,27.1
11146,5533.2,5625.1,33,30,9.4,"CAMK2N1(3), HPCAL1(2), AQP4(1), BCAS1(1), BLCAP(1)",Astrocyte,0.03,0.4114,11.4
11147,5607.2,1637.4,48,38,11.2,"KIF5A(4), NORAD(4), NEFL(3), CABP1(2), CCK(2)",Oligodendrocyte,0.021,0.4397,15.1
11148,5811.7,2569.6,46,34,13.0,"CCNI(5), KIF5A(3), NORAD(3), BLCAP(2), CAMK2N1(2)",GABAergic,0.022,0.4279,15.0
11149,5900.9,3309.2,101,46,17.3,"KIF5A(12), NEFL(9), CAMK2N1(7), CCNI(6), MBP(6)",Oligodendrocyte,0.079,0.4194,15.0
11150,5846.5,3542.9,60,37,14.4,"CAMK2N1(6), KIF5A(5), HNRNPH3(4), MTURN(3), NEFL(3)",Astrocyte,0.017,0.4369,14.6
11151,5771.7,3620.1,151,69,23.7,"KIF5A(15), CAMK2N1(13), MBP(9), CCNI(7), MTURN(7)",Oligodendrocyte,0.06,0.4217,20.4
11152,5763.9,3852.7,41,32,10.5,"KIF5A(4), CAMK2N1(2), DKK3(2), GFAP(2), GJA1(2)",Astrocyte,0.073,0.4302,12.6
11153,5826.0,4611.4,48,34,10.1,"LMO4(4), HSPA8(3), VAMP1(3), CRYM(2), IRS2(2)",Unknown,0.0,0.4267,10.9
11154,5779.1,5088.9,94,46,15.6,"KIF1A(6), HSPA8(5), NEFL(5), YWHAH(5), MTURN(4)",Oligodendrocyte,0.032,0.4215,19.2
11155,5818.8,5628.4,39,31,10.8,"CAMK2N1(5), MBP(3), KIF5A(2), MTURN(2), ACO1(1)",Oligodendrocyte,0.077,0.4329,13.5
11156,5956.2,2241.4,40,32,9.2,"CAMK2N1(3), HPCAL1(3), HSPA8(2), NEFL(2), SOD2(2)",Unknown,0.0,0.4294,24.5
11157,5995.1,2337.0,63,36,13.8,"CAMK2N1(10), NEFL(5), YWHAH(4), CCNI(3), LMO4(3)",Astrocyte,0.032,0.415,20.3
11158,6321.0,3765.8,47,36,12.7,"CAMK2N1(4), KIF5A(4), MTURN(3), CCNI(2), MT2A(2)",Astrocyte,0.021,0.4291,19.9
11159,6491.0,4051.6,42,31,10.1,"MBP(5), KIF5A(4), BLCAP(2), CAMK2N1(2), KIF1A(2)",Oligodendrocyte,0.119,0.4485,15.3
11160,6285.4,4727.8,44,30,9.0,"KIF5A(4), DKK3(3), MBP(3), TMSB10(3), CAMK2N1(2)",Oligodendrocyte,0.068,0.4143,16.0
11161,6400.7,5585.3,43,32,9.8,"CAMK2N1(3), NORAD(3), C14orf132(2), KIF5A(2), MBP(2)",Oligodendrocyte,0.047,0.4279,24.7
11162,6481.4,5519.2,48,25,11.1,"CAMK2N1(6), GFAP(6), CCNI(5), MBP(4), TMSB10(3)",Astrocyte,0.125,0.419,25.4
11163,6472.1,1870.5,57,40,13.7,"CAMK2N1(4), ENC1(4), DIRAS2(3), KIF1A(3), NORAD(3)",Glutamatergic,0.018,0.4295,11.1
11164,6456.9,2144.3,63,44,12.6,"CAMK2N1(7), CCNI(3), KIF5A(3), VIP(3), KIF1A(2)",GABAergic,0.063,0.4461,12.8
11165,6669.0,3256.0,77,46,16.4,"KIF5A(7), HSPA8(5), NORAD(5), LMO4(4), MTURN(4)",Oligodendrocyte,0.013,0.4142,18.1
11166,6650.9,4163.6,68,37,14.9,"CAMK2N1(5), MTURN(5), YWHAH(5), CCNI(4), KIF5A(4)",Oligodendrocyte,0.059,0.4208,12.1
11167,6589.5,4960.4,42,29,11.4,"CAMK2N1(4), KIF5A(3), CCNI(2), ENC1(2), LGALS1(2)",Unknown,0.0,0.423,12.7
11168,6628.5,5714.4,33,23,11.4,"CAMK2N1(3), HSPA8(3), CCNI(2), CLDND1(2), GFAP(2)",Astrocyte,0.091,0.4334,32.8
11169,6513.0,2477.3,76,47,14.9,"CAMK2N1(8), KIF5A(5), CCNI(4), SOD2(4), ENC1(3)",GABAergic,0.013,0.4387,17.9
11170,6727.5,2466.4,43,29,10.9,"CAMK2N1(5), KIF5A(4), CCNI(3), MTURN(3), KIF1A(2)",Astrocyte,0.023,0.4263,18.5
11171,6849.7,2928.0,89,48,17.3,"KIF5A(8), CAMK2N1(7), CCNI(5), HSPA8(5), MTURN(5)",Glutamatergic,0.011,0.4255,19.3
11172,6909.7,3259.5,40,35,11.1,"CAMK2N1(3), MTURN(3), KIF5A(2), AK5(1), ARPP19(1)",Glutamatergic,0.025,0.4339,19.1
11173,6751.3,5383.0,33,24,10.6,"KIF5A(5), KIF1A(4), TMSB10(3), ARPP19(1), BLCAP(1)",Unknown,0.0,0.4206,14.6
11174,6805.0,6015.9,39,31,11.1,"NEFL(3), CAMK2N1(2), CCNI(2), HSPA8(2), MTURN(2)",Oligodendrocyte,0.026,0.4383,13.1
11175,6880.3,6539.8,92,52,15.5,"CAMK2N1(9), NORAD(6), KIF5A(5), MTURN(5), YWHAH(5)",Oligodendrocyte,0.033,0.4373,13.8
11176,6842.6,2170.0,34,21,9.7,"CAMK2N1(9), SOD2(3), KIF5A(2), NEFL(2), TNK2(2)",Unknown,0.0,0.4282,16.9
11177,7207.8,3089.9,35,25,10.5,"CCNI(3), ATP2B4(2), BLCAP(2), CAMK2N1(2), ENC1(2)",Glutamatergic,0.029,0.4464,15.5
11178,7165.6,4369.3,38,28,9.2,"NEFM(4), CAMK2N1(3), KIF5A(3), HSPA8(2), MBP(2)",Oligodendrocyte,0.079,0.4062,12.8
11179,7361.5,2544.1,102,58,16.5,"CAMK2N1(8), HSPA8(7), HPCAL1(5), CUX2(3), DKK3(3)",GABAergic,0.069,0.4515,12.4
11180,7253.0,3308.8,44,34,12.1,"CAMK2N1(5), KIF5A(3), CCNI(2), IRS2(2), LMO4(2)",Glutamatergic,0.023,0.4238,14.1
11181,7425.5,5279.6,45,35,12.0,"CAMK2N1(4), BLCAP(2), C14orf132(2), KIF1A(2), NEFL(2)",GABAergic,0.022,0.4544,12.0
11182,7259.6,2349.3,41,24,11.7,"YWHAH(4), ABCA2(3), CAMK2N1(3), ENC1(3), HSPA8(3)",Unknown,0.0,0.4359,11.2
11183,925.0,3565.7,42,23,10.9,"KIF5A(8), CCNI(3), NEFH(3), KIF1A(2), MAPK3(2)",Oligodendrocyte,0.048,0.3945,20.9
11184,909.7,3800.6,74,44,17.2,"KIF5A(7), NEFL(6), CAMK2N1(3), ENC1(3), HSPA8(3)",Astrocyte,0.027,0.4156,13.5
11185,978.0,5659.0,46,29,10.8,"NORAD(4), SST(4), KIF5A(3), NEFL(3), YWHAH(3)",GABAergic,0.087,0.4174,10.4
11186,7738.9,2924.5,57,37,13.3,"CAMK2N1(6), HSPA8(3), LMO4(3), YWHAH(3), AK5(2)",Unknown,0.0,0.4172,21.2
11187,7603.3,3141.4,131,59,23.4,"KIF5A(17), CAMK2N1(16), KIF1A(7), CCNI(6), ENC1(5)",Oligodendrocyte,0.015,0.4207,27.6
11188,7623.5,3987.2,170,72,31.2,"CAMK2N1(18), KIF5A(10), NEFL(9), NORAD(9), ENC1(6)",Oligodendrocyte,0.041,0.4282,16.3
11189,7572.6,5632.2,24,19,8.6,"CAMK2N1(3), ENC1(2), KIF5A(2), MBP(2), ACTA2(1)",Oligodendrocyte,0.083,0.4344,9.7
11190,7656.2,5642.5,78,45,15.5,"CAMK2N1(13), KIF5A(5), AQP4(4), MBP(3), NTRK2(3)",Astrocyte,0.051,0.4313,19.0
11191,7552.7,6767.8,172,67,26.1,"CAMK2N1(21), KIF5A(16), CCNI(7), KIF1A(7), ENC1(5)",Oligodendrocyte,0.029,0.4239,24.6
11192,7757.0,4077.1,67,42,15.9,"KIF5A(7), CAMK2N1(4), LMO4(4), NEFL(4), ENC1(3)",Astrocyte,0.03,0.4242,30.0
11193,7834.0,4563.1,41,32,10.2,"CAMK2N1(4), ENC1(2), IRS2(2), LMO4(2), NEFL(2)",GABAergic,0.024,0.4541,26.4
11194,8004.9,3555.3,57,35,13.3,"CAMK2N1(6), YWHAH(5), HPCAL1(3), LMO4(3), MTURN(3)",Unknown,0.0,0.4291,32.4
11195,1033.6,3255.7,162,75,27.7,"KIF5A(14), CAMK2N1(10), CCNI(10), NEFL(7), NORAD(6)",Oligodendrocyte,0.049,0.4285,25.2
11196,1110.2,3891.7,87,46,18.0,"CAMK2N1(10), KIF5A(8), NEFL(6), CCNI(4), KIF1A(4)",Astrocyte,0.034,0.4174,18.9
11197,1026.6,4479.3,53,34,11.5,"KIF5A(6), CAMK2N1(3), CCNI(3), MBP(3), BLCAP(2)",Oligodendrocyte,0.075,0.4293,14.8
11198,1082.6,4518.5,33,25,8.5,"KIF5A(4), AK5(2), BLCAP(2), ENC1(2), NRXN1(2)",Oligodendrocyte,0.061,0.4428,24.3
11199,1100.7,5395.5,88,49,15.7,"CCNI(7), KIF5A(7), MTURN(7), CAMK2N1(5), NORAD(5)",Oligodendrocyte,0.045,0.422,24.0
